STID,Station Name,State,TimeZone,DayTimeSaving,Latitude,Longitude,Elevation
KWAL,Wallops Flight Facility Airport,VA,E,y,37.94,-75.47,134.514
KWDG,Enid / Woodring Municipal,OK,C,y,36.39,-97.8,1167.98
KWDR,Winder-Barrow Airport,GA,E,y,33.982,-83.668,941.601
KWEY,West Yellowstone,MT,M,y,44.66,-111.1,6663.39
KWHP,Los Angeles-Whiteman Airport,CA,P,y,34.26,-118.41,1003.94
KWJF,Lancaster/Fox F,CA,P,y,34.73,-118.22,2338.91
KWLD,Winfield / Arkansas City, Strother Field,KS,C,y,37.16,-97.03,1158.14
KWMC,Winnemucca Muni,NV,P,y,40.9019,-117.807,4296.92
KWRB,Robins Air Force Base,GA,E,y,32.64,-83.6,301.837
KWRI,Mcguire Air Force Base,NJ,E,y,40.02,-74.6,147.966
KWRL,Worland Municip,WY,M,y,43.98,-107.97,4245.41
KWST,Westerly State Airport,RI,E,y,41.35,-71.8,78.74
KWTR,Whiteriver Airport,AZ,M,n,41.4,-104.867,6194.23
KWVI,Bami11,CA,P,y,36.94,-121.79,157.48
KWVL,Waterville Automatic Weather Observing / Reporting,ME,E,y,44.54,-69.69,331.365
KWWD,Wildwood Automatic Weather Observing / Reporting,NJ,E,y,39.01,-74.9,22.966
KWWR,West Woodward,OK,C,y,36.44,-99.52,2188.32
KWYS,West Yellowstone,MT,M,y,44.683,-111.117,6811.02
KXBP,Bridgeport Municipal Airport,TX,C,y,33.167,-97.833,853.018
KXCN,Green Canyon 184,LA,C,y,27.767,-91.517,0
KXFL,Flagler County Airport,FL,E,y,29.4674,-81.2063,33
KXMR,Cape Canaveral Air Force Station Skid Strip,FL,E,y,28.4677,-80.5668,10
KXNA,Fayetteville/Springdale, NW Arkansas Regl Airport,AR,C,y,36.282,-94.307,1286.09
KXSA,Tappahannock-Essex County Airport,VA,E,y,37.8596,-76.8941,135
KXVG,Longville Municipal Airport,MN,C,y,46.992,-94.2,1335.3
KXVW,Vandenberg Range,CA,P,y,34.717,-120.567,328.084
KY15,Brennan Farm Airport,KY,E,y,45.65,-84.467,577.428
KY50,Wautoma Municipal Airport,WI,C,Y,44.0416,-89.3045,859
KY51,Viroqua Municipal Airport,WI,C,Y,43.5794,-90.8965,1292
KY63,Elbow Lake Municipal Airport - Elbow Lake, MN,MN,C,Y,45.9861,-95.992,1205
KY70,Ionia County Airport,MI,C,,42.938,-85.0606,818
KYIP,Detroit, Willow Run Airport,MI,E,y,42.23,-83.53,715.879
KYKM,Yakima Air Term,WA,P,y,46.56,-120.53,1063.98
KYKN,Yankton Automatic Weather Observing/Reporting Sys,SD,C,y,42.92,-97.38,1338.58
KYNG,Youngstown-Warren Regional Airport,OH,E,y,41.27,-80.67,1180.12
KYUM,Yuma,AZ,M,n,32.667,-114.6,206.037
KZKI,Military Site, ,U,n,0,0,
KZKK,Military Site, ,U,n,0,0,
KZZV,Zanesville Municipal Airport,OH,E,y,39.96,-81.9,879.921
MMCS,MMCS Ob Site,MX,M,y,31.633,-106.417,3940.29
MMUN,Cancun Mexico,MX,C,y,21.03,-86.87,19.685
MYNN,Nassau Bahamas,BH,A,y,25.05,-77.467,22.966
NCRG,Rarotonga,KU,G,n,-21.2,-159.817,22.966
NFFN,Nandi,FJ,R,n,-17.75,177.45,59.055
NFNA,Nausori,FJ,R,n,-18.05,178.567,22.966
NFTF,Fau Amotu,TO,T,n,-21.233,-175.15,134.514
NFTV,Vavu International,TO,T,n,-18.583,-173.95,242.782
NGFU,Funafuti,TV,R,n,-8.533,179.217,6.89
NGTA,Tarawa,KB,G,n,1.35,172.917,13.123
NIUE,Alofi/Niue,KU,G,n,-19.067,-169.917,72.178
NSFA,Faleolo Intl/Apia,WS,S,n,-13.817,-172,16.404
NSTU,Pago Pago,AS,S,n,-14.333,-170.717,9.843
NTAA,Tahiti-Faaa,PF,H,n,-17.55,-149.617,9.843
NWWW,La Tontouta Nlle-Caledonia,NL,G,n,-22.017,166.217,45.932
PAAK,Atka Airport,AK,K,y,52.217,-174.2,59.055
PAAP,Port Alexander,AK,K,y,56.26,-134.66,3.281
PAAQ,Palmer,AK,K,y,61.61,-149.09,232.94
PABA,Barter Island,AK,K,y,70.14,-143.59,39.042
PABE,Bethel,AK,K,y,60.78,-161.8,125
PABI,Delta Junction/Allan AAF,AK,K,y,63.97,-145.7,1268.05
PABL,Buckland Airport,AK,K,y,65.99,-161.12,32.808
PABN,Nabesna / Devil Mountain,AK,K,y,62.41,-143,2893.7
PABR,Barrow/Wiley Post,AK,K,y,71.29,-156.77,30.84
PABT,Bettles Airport,AK,K,y,66.92,-151.52,644.029
PABV,Birchwood,AK,K,y,61.42,-149.52,98.425
PACD,Cold Bay Airport,AK,K,y,55.21,-162.72,96.129
PACE,Central Airport,AK,K,y,65.5739,-144.781,937
PACM,Scammon Bay Airport,AK,K,y,61.8453,-165.571,0
PACV,Cordova/Merle K,AK,K,y,60.5,-145.5,41.01
PACZ,Cape Romanzoff Airways Facilities Sector,AK,K,y,61.783,-166.033,403.871
PADE,Deering Airport,AK,K,y,66.08,-162.75,29.528
PADK,Adak Is. NAF,AK,K,y,51.89,-176.65,17.06
PADL,Dillingham Municipal,AK,K,y,59.05,-158.52,95.144
PADM,Marshall Don Hunter Sr Airport,AK,K,y,61.8643,-162.026,0
PADQ,Kodiak,AK,K,y,57.76,-152.5,15.092
PADT,Slana Airport,AK,K,y,62.71,-143.99,2395.01
PADU,Unalaska,AK,K,y,53.89,-166.53,13.123
PAEC,Chulitna,AK,K,y,62.89,-149.84,1250
PAED,Anchorage / Elmendorf Air Force Base,AK,K,y,61.25,-149.8,193.57
PAEG,Eagle Airport,AK,K,y,64.78,-141.15,879.265
PAEH,Cape Newenham Airways Facilities Sector,AK,K,y,58.66,-162.07,528.215
PAEI,Fairbanks / Eielson Air Force Base,AK,K,y,64.65,-147.067,547.9
PAEL,Elfin Cove Seaplane,AK,K,y,58.21,-136.35,0
PAEM,Emmonak,AK,K,y,62.77,-164.5,13.123
PAEN,Kenai Municipal Airport,AK,K,y,60.58,-151.25,85.958
PAER,Merrill Pass West,AK,K,y,61.25,-153.817,1174.54
PAFA,Fairbanks International Airport,AK,K,y,64.82,-147.87,436.024
PAFB,Wainwright U. S. Army Airfield,AK,K,y,64.833,-147.617,465.879
PAFE,Kake Airport,AK,K,y,56.97,-133.95,0
PAFK,Farewell Lake Seaplane Base,AK,K,y,62.54,-153.62,1502.95
PAFM,Ambler,AK,K,y,67.1,-157.85,288.714
PAFS,Nikolai Airport,AK,K,y,63.0186,-154.358,0
PAGA,Galena A.,AK,K,y,64.74,-156.94,160.761
PAGB,Galbraith Lake,AK,K,y,68.49,-149.49,2670.6
PAGK,Gulkana Airport,AK,K,y,62.15,-145.45,1569.88
PAGL,Golovin Airport,AK,K,y,64.54,-163.04,26.247
PAGM,Gambell Airport,AK,K,y,63.77,-171.74,24.934
PAGN,Angoon Seaplane Base,AK,K,y,57.5036,-134.585,0
PAGS,Gustavus,AK,K,y,58.42,-135.73,40.026
PAGY,Skagway,AK,K,y,59.48,-135.32,29.856
PAHC,Holy Cross Airport,AK,K,y,62.1883,-159.775,0
PAHL,Huslia Airport,AK,K,y,65.6979,-156.351,220
PAHN,Haines Airport,AK,K,y,59.25,-135.52,30.84
PAHO,Homer,AK,K,y,59.64,-151.5,85.302
PAHP,Hooper Bay Automatic Weather Observing / Reporting,AK,K,y,61.54,-166.16,19.685
PAHS,Huslia,AK,K,y,65.7,-156.39,180.446
PAHV,Healy River Airport,AK,K,y,63.89,-149.02,1299.21
PAHY,Hydaburg Seaplane Base,AK,K,y,55.21,-132.84,0
PAHZ,Hayes River,AK,K,y,61.99,-152.09,1000.66
PAIG,Igiugig Airport,AK,K,y,59.324,-155.902,0
PAII,Egegik Automatic Weather Observing / Reporting Sys,AK,K,y,58.42,-157.37,390.42
PAIL,Iliamna / Iliamna Airport,AK,K,y,59.76,-154.92,186.024
PAIM,Indian Mountain Airways Facilities Sector,AK,K,y,66,-153.7,1220.47
PAIN,McKinley National Park Airport,AK,K,y,63.73,-148.92,1719.16
PAIW,Wales Airport,AK,A,y,65.6226,-168.095,22
PAJC,Chignik Airport,AK,K,y,56.31,-158.37,49.213
PAJN,Juneau International Airport,AK,K,y,58.38,-134.58,12.139
PAJV,Sutton,AK,K,y,61.72,-148.89,869.423
PAKK,Koyuk Airport,AK,K,y,64.93,-165.15,124.672
PAKN,King Salmon Airport,AK,K,y,58.68,-156.65,48.885
PAKP,Anaktuvuk Pass,AK,K,y,68.13,-151.73,2155.51
PAKT,Ketchikan International Airport,AK,K,y,55.35,-131.7,76.115
PAKU,Kuparuk Airport,AK,K,y,70.317,-149.583,65.617
PAKV,Kaltag Airport,AK,K,y,64.33,-158.75,196.85
PAKW,Klawock Airport,AK,K,y,55.59,-133.09,49.213
PALG,Kalskag Airport,AK,K,y,61.5363,-160.341,0
PALH,Lake Hood Seaplane,AK,K,y,61.19,-149.97,72.178
PALJ,Port Alsworth,AK,K,y,60.21,-154.31,278.871
PALK,Snowshoe Lake,AK,K,y,62.03,-146.68,2411.42
PALP,Alpine Airstrip,AK,K,y,70.3443,-150.945,0
PALR,Chandalar Lake,AK,K,y,67.5,-148.49,1919.29
PALU,Cape Lisburne Airways Fac Sec,AK,K,y,68.89,-166.14,9.843
PALV,Big River Lake,AK,K,y,60.82,-152.31,39.37
PAMB,Manokotak Airport,AK,K,y,58.9902,-159.05,0
PAMC,McGrath Airport,AK,K,y,62.95,-155.61,344.16
PAMD,Middleton Island, Ak,AK,K,y,59.44,-146.33,121.063
PAMH,Minchumina,AK,K,y,63.91,-152.16,700.131
PAMK,St Michael Airport,AK,K,y,63.4901,-162.11,0
PAML,Manley Hot Springs,AK,K,y,65,-150.65,269.029
PAMM,Metlakatla Seaplane Base,AK,K,y,55.08,-131.35,0
PAMO,Mountain Village Airport,AK,K,y,62.0954,-163.682,0
PAMR,Merrill Field,AK,K,y,61.214,-149.846,138.123
PAMX,McCarthy,AK,K,y,61.44,-142.94,1492.78
PAMY,Mekoryuk,AK,K,y,60.37,-166.27,49.213
PANC,Anchorage International Airport,AK,K,y,61.17,-150,113.845
PANI,Aniak,AK,K,y,61.58,-159.53,84.974
PANN,Nenana Municipal Airport,AK,K,y,64.5473,-149.074,357.94
PANT,Annette Island,AK,K,y,55.04,-131.57,108.924
PANV,Anvik Airport,AK,K,y,62.65,-160.18,324.803
PAOH,Hoonah Seaplane,AK,K,y,58.12,-135.45,19.685
PAOM,Nome Airport,AK,K,y,64.5,-165.44,13.123
PAOO,Toksook Bay Airport,AK,K,y,60.5414,-165.087,0
PAOR,Northway Airport,AK,K,y,62.97,-141.94,1712.93
PAOT,Kotzebue, Wien Memorial Airport,AK,K,y,66.87,-162.64,9.843
PAOU,Nelson Lagoon Airport,AK,K,y,56.0075,-161.16,0
PAPB,St. George Airport,AK,K,y,56.35,-169.4,124.672
PAPG,Petersburg,AK,K,y,56.82,-132.97,106.955
PAPH,Port Heiden,AK,K,y,56.96,-158.62,95.144
PAPM,Platinum Airport,AK,K,y,59.0114,-161.82,0
PAPN,Pilot Point Airport,AK,K,y,57.5804,-157.572,0
PAPO,Point Hope Automatic Weather Observing / Reporting,AK,K,y,68.35,-166.81,13.123
PAPR,Prospect Creek Airport,AK,K,y,66.817,-150.65,1099.08
PAPT,Puntilla,AK,K,y,62.1,-152.75,1837.27
PAQT,Nuiqsut Airport,AK,K,y,70.21,-151.01,55.774
PARC,Arctic Village,AK,K,y,68.12,-145.57,2086.61
PARD,Red Dog Airport,AK,K,y,68.08,-162.83,974.409
PARL,Central Airport,AK,K,y,65.57,-144.77,826.772
PARS,Russian Mission Airport,AK,K,y,61.7749,-161.319,0
PARY,Ruby Airport,AK,K,y,64.7272,-155.47,0
PASA,Savoonga Airport,AK,K,y,63.69,-170.5,55.774
PASC,Deadhorse Airport,AK,K,y,70.2,-148.47,76.115
PASD,Sand Point,AK,K,y,55.32,-160.52,22.966
PASH,Shishmaref Automatic Wx Obs,AK,K,y,66.27,-166.05,6.562
PASI,Sitka,AK,K,y,57.07,-135.35,15.092
PASK,Selawik,AK,K,y,66.62,-160,26.247
PASL,Sleetmute,AK,K,y,61.72,-157.15,177.165
PASM,St. Marys Airport,AK,K,y,62.07,-163.3,311.68
PASN,St. Paul Is.,AK,K,y,57.15,-170.22,21.982
PASO,Seldovia Airport,AK,K,y,59.44,-151.7,311.68
PASP,Sheep Mountain Airport,AK,K,y,61.82,-147.5,9708
PASV,Sparrevohn,AK,K,y,61.1,-155.567,1587.93
PASW,Skwentna,AK,K,y,61.97,-151.18,149.934
PASX,Soldotna,AK,K,y,60.48,-151.03,111.549
PASY,Shemya AFB,AK,K,y,52.72,174.12,101.706
PATA,Tanana, Calhoun Memorial Airport,AK,K,y,65.17,-152.1,231.955
PATC,Tin City Airways Facilities Sector,AK,K,y,65.57,-167.92,272.31
PATG,Togiak Airport,AK,K,y,59.05,-160.41,19.685
PATK,Talkeetna,AK,K,y,62.3,-150.1,345.144
PATL,Tatalina LRRS Airport,AK,K,y,62.8944,-155.977,0
PATO,Portage Glacier,AK,K,y,60.783,-148.833,95.144
PATQ,Atqasuk Edward Burnell Sr. Memorial Airport,AK,K,y,70.4673,-157.436,0
PATW,Cantwell,AK,K,y,63.41,-148.95,2191.6
PAUN,Unalakleet,AK,K,y,63.89,-160.81,15.092
PAUO,Willow Airport,AK,K,y,61.76,-150.06,226.378
PAVC,King Cove Airport,AK,K,y,55.1163,-162.266,0
PAVD,Valdez 2,AK,K,y,61.13,-146.25,124.672
PAVL,Kivalina Airport,AK,K,y,67.73,-164.55,9.843
PAVW,Valdez Weather Station Office,AK,K,y,61.13,-146.35,22.966
PAWD,Seward Airport,AK,K,y,60.12,-149.45,59.055
PAWG,Wrangell,AK,K,y,56.48,-132.37,42.651
PAWI,Wainwright Airport,AK,K,y,70.62,-159.86,88.911
PAWN,Noatak,AK,K,y,67.57,-162.98,91.864
PAWR,Whittier,AK,K,y,60.77,-148.69,29.528
PAWS,Wasilla Airport,AK,K,y,61.58,-149.45,364.173
PAXK,Paxson,AK,K,y,63.033,-145.5,2654.2
PAYA,Yakutat,AK,K,y,59.52,-139.67,88.911
PAZK,Eureka,AK,K,y,61.93,-147.17,3287.4
PFYU,Fort Yukon,AK,K,y,66.57,-145.27,444.882
PGRO,Rota/Intl,GU,G,n,14.18,145.25,587.27
PGSN,Saipan Intl Airport,GU,G,n,15.12,145.73,104.987
PGUA,Andersen AFB,GU,G,n,13.58,144.93,531.496
PGUM,Guam International,GU,G,n,13.48,144.8,253.937
PGWT,West Tinian Tinian Is,GU,G,n,14.97,145.6,278.871
PHBK,Kekaha / Barking Sand,HI,H,n,22.07,-159.78,13.123
PHHI,Wheeler Army Airfield,HI,H,n,21.48,-158.03,827.1
PHHN,Hana,HI,H,n,20.784,-156.014,78.74
PHJH,Lahaina / West Maui,HI,H,n,21.02,-156.63,262.467
PHJR,Kalaeloa Airport,HI,H,n,21.32,-158.07,48.885
PHKO,Kailua / Kona, Keahole Airport,HI,H,n,19.65,-156,49.213
PHLI,Lihue Airport,HI,H,n,21.98,-159.35,103.018
PHMK,Molokai Airport,HI,H,n,21.15,-157.1,449.475
PHNG,Kaneohe Bay MCAF,HI,H,n,21.45,-157.783,9.843
PHNL,Honolulu International Airport,HI,H,n,21.35,-157.93,6.89
PHNY,Lanai City Airport,HI,H,n,20.78,-156.95,1341.86
PHOG,Kahului Airport,HI,H,n,20.9,-156.43,47.9
PHSF,Bradshaw Army Air Field,HI,H,n,19.78,-155.55,6345.14
PHTO,Hilo International Airport,HI,H,n,19.72,-155.07,29.856
PKMJ,Marjuro WSO AP,MH,R,n,7.083,171.383,9.843
PKMR,Majuro Atoll,MH,R,n,7.06,171.27,13.123
PKWA,Kwajalein Atoll,MH,R,n,8.733,167.733,6.89
PMDY,Midway NAF,HI,S,n,28.22,-177.37,22.966
PPIZ,Point Lay LRRS,AK,K,y,69.73,-163.02,19.685
PTKK,Chuuk Intl Weno Is,FM,G,n,7.47,151.85,4.921
PTKR,Koror,PW,U,n,7.27,134.45,98.425
PTPN,Pohnpei Intl Airport,FM,F,n,6.97,158.22,120.079
PTRO,Babelthuap/Koror,PW,U,n,7.33,134.48,94.16
PTSA,Kosrae Island Airport,FM,F,n,5.333,163.033,13.123
PTTP,Pohnpei,FM,F,n,6.95,158.25,127.953
PTYA,Yap Intl Airport,FM,G,n,9.483,138.083,43.963
PWAK,Wake Island Airfield,HI,R,n,19.283,166.5,13.123
T003,T003 Ob Site, ,A,n,0,0,
TAPA,Vc Bird Intl Airport Antigua,AG,A,n,17.117,-61.783,32.808
TBPB,Grantley Adams,BB,A,n,13.067,-59.483,183.727
TDCF,Canefield Airport,DM,A,n,15.533,-61.4,16.404
TDPD,Melville Hall Airport,PR,A,n,15.533,-61.3,45.932
TFFF,Le Lamentin,MQ,A,n,14.6,-61,22.966
TFFR,La Raizet Guadeloupe,PR,A,n,16.267,-61.6,26.247
TGPY,Point Salines Airport,GD,A,n,12,-61.783,22.966
TIST,St Thomas-Charlotte Amalie/CyrilE King Int Airport,VI,A,n,18.33,-64.97,20.013
TISX,St Croix (Christiansted, Henry E. Rohlsen Airport),VI,A,n,17.7,-64.8,43.963
TJBQ,Aquadilla (Boriquen),PR,A,n,18.5,-67.13,236.22
TJMZ,Mayaguez,PR,A,n,18.27,-67.15,29.528
TJNR,Roosevelt Roads Naval Station,PR,A,n,18.25,-65.633,38.058
TJPS,Ponce,PR,A,n,18.02,-66.57,26.247
TJSJ,Luis Muñoz Marín International Airport,PR,A,n,18.43,-66,8.858
TKPK,Golden Rock-Saint Kitts-Nexus,VI,A,n,17.3,-62.683,157.48
TKPN,Charlestown/Newcast,AG,A,n,17.2,-62.583,55.774
TLPC,Vigie,LC,A,n,14.017,-61,6.562
TLPL,Hewanorra Intl Airport,LC,A,n,13.75,-60.95,32.808
TNCA,Queen Beatrix Airport,AW,A,n,12.5,-70.017,16.404
TNCB,Bonaire/Flamingo,PR,A,n,12.15,-68.283,22.966
TNCC,Curacao/Aeropuerto Hato,PR,A,n,12.2,-68.967,29.528
TNCE,St. Eustatius/F.D.Roosevelt,PR,A,n,17.483,-62.983,131.234
TNCM,St. Maarten/Princess Juliana,PR,A,n,18.033,-63.117,13.123
TNMC,TNMC Ob Site, ,A,n,0,0,
TQPF,Wallblake,VI,A,n,18.2,-63.05,104.987
TRPM,Blackburne/Plymouth,AG,A,n,16.75,-62.167,39.37
TTCP,Crown Pt./Scarborou,TT,A,n,11.15,-60.833,36.089
TTPP,Piarco Intl Airport/Trinidad,TT,A,n,10.617,-61.35,49.213
TUPJ,Beef Island-Tortola,VG,A,n,18.45,-64.533,13.123
TVSV,Arnos Vale,VC,A,n,13.133,-61.2,42.651
TXKF,Burmuda,PR,A,n,32.367,-64.683,20.013
